 1.50394975e-04 1.39715554e-04 1.28505492e-04 1.16872412e-04 1.05533840e-04 9.58162538e-05 9.04045627e-05 9.36853416e-05 1.08391269e-04 1.39234163e-04 1.95181510e-04 2.78454409e-04 3.74549159e-04 4.67905668e-04 5.51348009e-04
 3.46148315e-03 4.13135023e-03 4.46331186e-03 4.76900692e-03 4.85580581e-03 5.02840488e-03 5.06656462e-03 5.09973545e-03 5.06708201e-03 4.96440152e-03 4.79530525e-03 4.58956318e-03 4.42245643e-03 4.26438001e-03 3.32092449e-03
 8.73280099e-03 9.35934958e-03 9.70304109e-03 1.00151731e-02 1.00492532e-02 1.01980310e-02 1.01793677e-02 1.02030293e-02 1.01781836e-02 1.01029663e-02 9.98269143e-03 9.83238136e-03 9.67229395e-03 9.47725187e-03 8.06652710e-03
 1.45545708e-02 1.50352691e-02 1.52785771e-02 1.55086379e-02 1.54506571e-02 1.55405934e-02 1.54639136e-02 1.54635795e-02 1.54356717e-02 1.53820805e-02 1.53096687e-02 1.52316443e-02 1.51584386e-02 1.50679118e-02 1.41434418e-02
 2.04075066e-02 2.07679948e-02 2.09233495e-02 2.10780784e-02 2.09755390e-02 2.10198213e-02 2.09151076e-02 2.08936374e-02 2.08546670e-02 2.08038023e-02 2.07468785e-02 2.06947861e-02 2.06519693e-02 2.05999430e-02 1.98295171e-02
 2.63058286e-02 2.65540872e-02 2.66432894e-02 2.67389535e-02 2.66229131e-02 2.66341246e-02 2.65205342e-02 2.64817877e-02 2.64287651e-02 2.63705677e-02 2.63108754e-02 2.62587693e-02 2.62157652e-02 2.61670670e-02 2.55464324e-02
 3.22779418e-02 3.24322350e-02 3.24700433e-02 3.25186277e-02 3.24017077e-02 3.23872377e-02 3.22730037e-02 3.22198874e-02 3.21528847e-02 3.20840224e-02 3.20144771e-02 3.19521980e-02 3.18971469e-02 3.18375104e-02 3.13472087e-02
 3.83435446e-02 3.84221257e-02 3.84191201e-02 3.84300242e-02 3.83152962e-02 3.82798339e-02 3.81673013e-02 3.81021035e-02 3.80227404e-02 3.79434138e-02 3.78627935e-02 3.77883663e-02 3.77190572e-02 3.76451566e-02 3.72637982e-02
 4.45040746e-02 4.45242764e-02 4.44891195e-02 4.44704998e-02 4.43578019e-02 4.43051909e-02 4.41945448e-02 4.41193676e-02 4.40299139e-02 4.39417988e-02 4.38512727e-02 4.37659422e-02 4.36838922e-02 4.35968301e-02 4.33017110e-02
 5.07477875e-02 5.07253488e-02 5.06656717e-02 5.06248072e-02 5.05136195e-02 5.04475722e-02 5.03385849e-02 5.02555429e-02 5.01585056e-02 5.00638298e-02 4.99654146e-02 4.98714493e-02 4.97793020e-02 4.96815954e-02 4.94512518e-02
 5.70538976e-02 5.70023788e-02 5.69248885e-02 5.68681197e-02 5.67584055e-02 5.66826164e-02 5.65751962e-02 5.64864315e-02 5.63843373e-02 5.62854914e-02 5.61814530e-02 5.60813404e-02 5.59819624e-02 5.58764644e-02 5.56933977e-02
 6.33955481e-02 6.33262218e-02 6.32364799e-02 6.31689767e-02 6.30611711e-02 6.29791581e-02 6.28734228e-02 6.27810159e-02 6.26762269e-02 6.25754862e-02 6.24679329e-02 6.23638419e-02 6.22596760e-02 6.21486728e-02 6.19988693e-02
 6.97424113e-02 6.96636796e-02 6.95660659e-02 6.94917055e-02 6.93865040e-02 6.93013771e-02 6.91975900e-02 6.91034545e-02 6.89981049e-02 6.88975640e-02 6.87884091e-02 6.86821892e-02 6.85753096e-02 6.84605424e-02 6.83332533e-02
