 9.74209184e-03 1.35361733e-02 1.73440837e-02 2.11796821e-02 2.50566707e-02 2.89881262e-02 3.29857258e-02 3.70587387e-02 4.12129594e-02 4.54497887e-02 4.97656008e-02 5.41517255e-02 5.85952007e-02 6.30793724e-02 6.75847227e-02
 4.61788658e-03 9.14823195e-03 1.36455241e-02 1.81784180e-02 2.27719806e-02 2.74309115e-02 3.21742518e-02 3.70076269e-02 4.19335063e-02 4.69474149e-02 5.20401709e-02 5.72005101e-02 6.24170079e-02 6.76721544e-02 7.28279109e-02
 1.03322290e-03 6.56591038e-03 1.14719105e-02 1.64052281e-02 2.13878803e-02 2.64237441e-02 3.15333578e-02 3.67298741e-02 4.20257047e-02 4.74276808e-02 5.29358365e-02 5.85425854e-02 6.42325218e-02 6.99815904e-02 7.63248025e-02
 8.67941589e-04 5.55518638e-03 1.06220973e-02 1.57047333e-02 2.08181691e-02 2.59707560e-02 3.11791776e-02 3.64605756e-02 4.18296491e-02 4.72974869e-02 5.28685553e-02 5.85387886e-02 6.42945623e-02 7.01128177e-02 7.64580226e-02
 7.71174860e-04 5.19990418e-03 1.03256926e-02 1.54640243e-02 2.06258148e-02 2.58231473e-02 3.10692922e-02 3.63819645e-02 4.17746352e-02 4.72580448e-02 5.28366940e-02 5.85070284e-02 6.42564985e-02 7.00639872e-02 7.63881034e-02
 7.40345818e-04 5.06065113e-03 1.02166743e-02 1.53840815e-02 2.05716623e-02 2.57931257e-02 3.10603682e-02 3.63910082e-02 4.17979470e-02 4.72916586e-02 5.28765142e-02 5.85491101e-02 6.42973923e-02 7.01011807e-02 7.63178049e-02
 7.09131087e-04 5.03368076e-03 1.02016008e-02 1.53811414e-02 2.05803610e-02 2.58134959e-02 3.10921494e-02 3.64334588e-02 4.18499908e-02 4.73518866e-02 5.29431935e-02 5.86203829e-02 6.43715066e-02 7.01767797e-02 7.62687520e-02
 6.77427709e-04 5.08006929e-03 1.02467762e-02 1.54262368e-02 2.06265919e-02 2.58622356e-02 3.11450028e-02 3.64915013e-02 4.19140968e-02 4.74225931e-02 5.30206180e-02 5.87043462e-02 6.44616485e-02 7.02727356e-02 7.61002847e-02
 6.45228171e-04 5.18401181e-03 1.03404571e-02 1.55112447e-02 2.07050076e-02 2.59361961e-02 3.12170985e-02 3.65638484e-02 4.19886817e-02 4.75010790e-02 5.31042184e-02 5.87939022e-02 6.45576652e-02 7.03754802e-02 7.62150556e-02
 6.12593857e-04 5.33451117e-03 1.04722787e-02 1.56262191e-02 2.08056630e-02 2.60251340e-02 3.12974640e-02 3.66384093e-02 4.20601246e-02 4.75717875e-02 5.31761237e-02 5.88685281e-02 6.46361036e-02 7.04584318e-02 7.63059496e-02
 5.79633409e-04 5.51833485e-03 1.06307292e-02 1.57609747e-02 2.09190596e-02 2.61195106e-02 3.13755915e-02 3.67026688e-02 4.21127526e-02 4.76146747e-02 5.32107069e-02 5.88958785e-02 6.46569366e-02 7.04731769e-02 7.63166172e-02
 5.25492630e-04 5.70429226e-03 1.07897781e-02 1.58939341e-02 2.10270338e-02 2.62033169e-02 3.14361395e-02 3.67403334e-02 4.21276134e-02 4.76064095e-02 5.31786052e-02 5.88390596e-02 6.45744953e-02 7.03643727e-02 7.61820932e-02
 4.68097203e-04 5.85485500e-03 1.09197073e-02 1.60030595e-02 2.11150343e-02 2.62692475e-02 3.14787533e-02 3.67576612e-02 4.21172097e-02 4.75653640e-02 5.31037001e-02 5.87271397e-02 6.44227772e-02 7.01707641e-02 7.59460981e-02
 4.10950078e-04 5.95007543e-03 1.10053403e-02 1.60785861e-02 2.11796528e-02 2.63214599e-02 3.15166163e-02 3.67785225e-02 4.21179237e-02 4.75423481e-02 5.30531432e-02 5.86453936e-02 6.43066955e-02 7.00180086e-02 7.57558030e-02
 3.54353878e-04 5.98090991e-03 1.10396399e-02 1.61154601e-02 2.12178268e-02 2.63589443e-02 3.15509336e-02 3.68065971e-02 4.21362793e-02 4.75471868e-02 5.30405676e-02 5.86117589e-02 6.42489258e-02 6.99338398e-02 7.56442554e-02
 3.06730996e-04 5.95241984e-03 1.10295097e-02 1.61221562e-02 2.12391937e-02 2.63919469e-02 3.15918874e-02 3.68512009e-02 4.21798403e-02 4.75847654e-02 5.30672703e-02 5.86231123e-02 6.42412330e-02 6.99044182e-02 7.55918091e-02
 2.87447237e-04 5.87871390e-03 1.09823002e-02 1.60996307e-02 2.12388284e-02 2.64102991e-02 3.16248146e-02 3.68939709e-02 4.22273638e-02 4.76317625e-02 5.31085945e-02 5.86541041e-02 6.42580827e-02 6.99043786e-02 7.55734857e-02
 2.68593067e-04 5.77823030e-03 1.09139599e-02 1.60614378e-02 2.12279964e-02 2.64230727e-02 3.16566662e-02 3.69397426e-02 4.22815134e-02 4.76885489e-02 5.31624484e-02 5.86999830e-02 6.42918712e-02 6.99231163e-02 7.55756229e-02
 2.50200892e-04 5.66437980e-03 1.08357562e-02 1.60167737e-02 2.12139105e-02 2.64356021e-02 3.16910254e-02 3.69904697e-02 4.23427365e-02 4.77541833e-02 5.32266077e-02 5.87573302e-02 6.43380497e-02 6.99550001e-02 7.55915488e-02
 2.32280388e-04 5.54550221e-03 1.07537672e-02 1.59695878e-02 2.11985727e-02 2.64481656e-02 3.17267111e-02 3.70437880e-02 4.24077681e-02 4.78247757e-02 5.32968098e-02 5.88217264e-02 6.43922105e-02 6.99957529e-02 7.56171904e-02
 2.14821915e-04 5.42850971e-03 1.06733849e-02 1.59238299e-02 2.11845967e-02 2.64621713e-02 3.17640842e-02 3.70991804e-02 4.24753923e-02 4.78985931e-02 5.33709763e-02 5.88909011e-02 6.44520140e-02 7.00430541e-02 7.56503010e-02
 1.97801485e-04 5.32035437e-03 1.06000693e-02 1.58835292e-02 2.11746708e-02 2.64790810e-02 3.18035212e-02 3.71560983e-02 4.25443060e-02 4.79737541e-02 5.34468146e-02 5.89622993e-02 6.45147629e-02 7.00941490e-02 7.56881181e-02
