
 4.36691818e-02 1.55514396e-04
 2.76225587e-02 7.28739703e-05
 1.34702841e-02 0.00000000e+00
 1.13519224e-02 2.10314633e-04
 9.34142758e-03 1.08485632e-03
 7.33272923e-03 1.62757014e-03
 5.09650285e-03 3.05405166e-03
 3.41748191e-03 4.48335118e-03
 2.18244916e-03 6.24679472e-03
 1.06000098e-03 7.78958585e-03
 7.86834567e-04 1.74114359e-02
 5.75240531e-04 5.78943586e-02
 3.11181484e-04 8.70943617e-02
 1.37016707e-04 1.41736328e-01
 0.00000000e+00 1.67950576e-01
 1.02758625e-04 1.69610487e-01
 8.70667672e-04 1.71936679e-01
 1.96709032e-03 1.75371538e-01
 3.39204220e-03 1.79914290e-01
 5.48501106e-03 1.84570535e-01
 7.02834313e-03 1.87786131e-01
 8.34703715e-03 1.91332937e-01
 9.55434945e-03 1.94878199e-01
 1.08765583e-02 1.97761040e-01
 1.18679026e-02 1.99978373e-01
 1.30676384e-02 2.04961967e-01
 1.42587824e-02 2.11604701e-01
 1.55502949e-02 2.20349732e-01
 1.66213091e-02 2.28651605e-01
 1.80213914e-02 2.37950197e-01
 1.94289721e-02 2.45810456e-01
 2.09289544e-02 2.57322521e-01
 2.22245285e-02 2.65293184e-01
 2.34080960e-02 2.73373478e-01
 2.38405789e-02 2.75919705e-01
 2.39461807e-02 2.77026827e-01
 2.23866803e-02 2.76907931e-01
 2.16077893e-02 2.76682492e-01
 2.07175165e-02 2.76457053e-01
 1.97070359e-02 2.77889981e-01
 1.99165991e-02 2.80434664e-01
 2.11320347e-02 2.82431962e-01
 2.23438772e-02 2.85093225e-01
 2.27804217e-02 2.86865083e-01
 2.36660861e-02 2.87976066e-01
 2.24403403e-02 2.87969890e-01
 2.15488179e-02 2.87965257e-01
 2.05465386e-02 2.87849449e-01
 1.97606960e-02 2.88951167e-01
 1.95273880e-02 2.90940745e-01
 2.08611568e-02 2.91611658e-01
 2.17526011e-02 2.91616290e-01
 2.28704800e-02 2.90958502e-01
 2.36551510e-02 2.90077591e-01
 2.44386504e-02 2.89417487e-01
 3.64724070e-02 2.89700830e-01
 4.76153442e-02 2.89869137e-01
 5.04017619e-02 2.89772631e-01
 5.12880512e-02 2.90772438e-01
 5.20628806e-02 2.91772245e-01
 5.32875328e-02 2.92000000e-01
 5.46276284e-02 2.91453387e-01
 5.51917229e-02 2.90129318e-01
 5.41928803e-02 2.89349546e-01
 5.27489014e-02 2.88457826e-01
 5.18614405e-02 2.87678826e-01
 5.24284251e-02 2.85801196e-01
 5.29972061e-02 2.83591584e-01
 5.40087802e-02 2.81937849e-01
 5.47963412e-02 2.80504149e-01
 5.54724423e-02 2.79069676e-01
 5.61474500e-02 2.77856011e-01
 5.54857207e-02 2.76525766e-01
 5.43748715e-02 2.75856397e-01
 5.30370411e-02 2.75959852e-01
 5.19226771e-02 2.75953675e-01
 5.29805691e-02 2.65451454e-01
 5.48271157e-02 2.53293183e-01
 5.63266293e-02 2.43567646e-01
 5.82822924e-02 2.31852532e-01
 6.06964484e-02 2.17706999e-01
 6.16225726e-02 2.11074301e-01
 6.19777288e-02 2.07094374e-01
 6.30020345e-02 2.03007132e-01
 6.41360036e-02 1.99251872e-01
 6.62775633e-02 1.94617245e-01
 6.86425894e-02 1.89872987e-01
 7.03366695e-02 1.85568026e-01
 7.13545704e-02 1.82697537e-01
 7.31577671e-02 1.78834962e-01
 7.42864249e-02 1.76075649e-01
 7.49644006e-02 1.74309194e-01
 7.55392740e-02 1.70994004e-01
 7.58048406e-02 1.62699851e-01
 7.57337625e-02 1.55067347e-01
 7.58032784e-02 1.20445456e-01
 7.59766777e-02 8.72626689e-02
 7.62852035e-02 2.81976945e-02
 7.64796920e-02 1.23812096e-02
 7.65000000e-02 8.39927516e-03
 7.55072498e-02 6.51377023e-03
 7.45098132e-02 5.51311388e-03
 7.35134701e-02 4.18062966e-03
 7.21849345e-02 2.51461907e-03
 7.10740072e-02 1.84520382e-03
 6.88487940e-02 1.17007540e-03
 6.62892794e-02 4.93217578e-04
 5.87111043e-02 5.64809942e-04
 4.90169106e-02 4.04277209e-04
 4.36691818e-02 1.55514396e-04
