2.200000e+01 2.200000e+01 2.200000e+01 2.200000e+01 2.200000e+01 2.200000e+01 2.200000e+01 2.200000e+01 2.200000e+01 2.200000e+01 2.200000e+01 2.200000e+01 2.200000e+01 2.200000e+01 2.200000e+01
2.200000e+01 5.550303e+00 4.892586e+00 4.784443e+00 4.752911e+00 4.704826e+00 4.689751e+00 4.678558e+00 4.684841e+00 4.712810e+00 4.769489e+00 4.857523e+00 4.960137e+00 5.469894e+00 2.200000e+01
2.200000e+01 4.573009e+00 4.218181e+00 4.210830e+00 4.210351e+00 4.208528e+00 4.207662e+00 4.204566e+00 4.200660e+00 4.196166e+00 4.191372e+00 4.187171e+00 4.189023e+00 4.536664e+00 2.200000e+01
2.200000e+01 4.722953e+00 4.194072e+00 4.189310e+00 4.191024e+00 4.191493e+00 4.191383e+00 4.189534e+00 4.186517e+00 4.182387e+00 4.177380e+00 4.171923e+00 4.169921e+00 4.502729e+00 2.200000e+01
2.200000e+01 4.797686e+00 4.190206e+00 4.184488e+00 4.184924e+00 4.185015e+00 4.184100e+00 4.182373e+00 4.179937e+00 4.176809e+00 4.173262e+00 4.169655e+00 4.169686e+00 4.505756e+00 2.200000e+01
2.200000e+01 4.832047e+00 4.187157e+00 4.180557e+00 4.180139e+00 4.179830e+00 4.178406e+00 4.176644e+00 4.174428e+00 4.171779e+00 4.168986e+00 4.166368e+00 4.167504e+00 4.505152e+00 2.200000e+01
2.200000e+01 4.828044e+00 4.183663e+00 4.176677e+00 4.175905e+00 4.175326e+00 4.173673e+00 4.171831e+00 4.169636e+00 4.167130e+00 4.164606e+00 4.162350e+00 4.163886e+00 4.501728e+00 2.200000e+01
2.200000e+01 4.798986e+00 4.180180e+00 4.173141e+00 4.172238e+00 4.171441e+00 4.169668e+00 4.167707e+00 4.165421e+00 4.162883e+00 4.160382e+00 4.158176e+00 4.159753e+00 4.496894e+00 2.200000e+01
2.200000e+01 4.753830e+00 4.177100e+00 4.170231e+00 4.169252e+00 4.168244e+00 4.166370e+00 4.164262e+00 4.161835e+00 4.159190e+00 4.156611e+00 4.154337e+00 4.155827e+00 4.492028e+00 2.200000e+01
2.200000e+01 4.700132e+00 4.174759e+00 4.168193e+00 4.167123e+00 4.165900e+00 4.163906e+00 4.161629e+00 4.159033e+00 4.156244e+00 4.153546e+00 4.151162e+00 4.152534e+00 4.488029e+00 2.200000e+01
2.200000e+01 4.644747e+00 4.173312e+00 4.167120e+00 4.165950e+00 4.164527e+00 4.162412e+00 4.159975e+00 4.157219e+00 4.154293e+00 4.151478e+00 4.148987e+00 4.150270e+00 4.486290e+00 2.200000e+01
2.200000e+01 4.591934e+00 4.172670e+00 4.166908e+00 4.165671e+00 4.164113e+00 4.161933e+00 4.159401e+00 4.156552e+00 4.153547e+00 4.150668e+00 4.148119e+00 4.149400e+00 4.488321e+00 2.200000e+01
2.200000e+01 4.552148e+00 4.172669e+00 4.167281e+00 4.166031e+00 4.164422e+00 4.162255e+00 4.159717e+00 4.156865e+00 4.153863e+00 4.150994e+00 4.148451e+00 4.149817e+00 4.493555e+00 2.200000e+01
2.200000e+01 4.526425e+00 4.173142e+00 4.168025e+00 4.166783e+00 4.165167e+00 4.163050e+00 4.160553e+00 4.157742e+00 4.154783e+00 4.151953e+00 4.149436e+00 4.150887e+00 4.498954e+00 2.200000e+01
2.200000e+01 4.513594e+00 4.173990e+00 4.169044e+00 4.167834e+00 4.166250e+00 4.164216e+00 4.161798e+00 4.159064e+00 4.156180e+00 4.153416e+00 4.150948e+00 4.152473e+00 4.503749e+00 2.200000e+01
2.200000e+01 4.512644e+00 4.175113e+00 4.170257e+00 4.169120e+00 4.167626e+00 4.165734e+00 4.163458e+00 4.160865e+00 4.158115e+00 4.155468e+00 4.153091e+00 4.154714e+00 4.508719e+00 2.200000e+01
2.200000e+01 4.523981e+00 4.176768e+00 4.171887e+00 4.170840e+00 4.169461e+00 4.167731e+00 4.165626e+00 4.163198e+00 4.160611e+00 4.158104e+00 4.155838e+00 4.157567e+00 4.513774e+00 2.200000e+01
2.200000e+01 4.540809e+00 4.178913e+00 4.173971e+00 4.173028e+00 4.171783e+00 4.170230e+00 4.168318e+00 4.166080e+00 4.163680e+00 4.161335e+00 4.159203e+00 4.161051e+00 4.519287e+00 2.200000e+01
2.200000e+01 4.561248e+00 4.181524e+00 4.176500e+00 4.175671e+00 4.174575e+00 4.173207e+00 4.171503e+00 4.169470e+00 4.167278e+00 4.165110e+00 4.163129e+00 4.165110e+00 4.525328e+00 2.200000e+01
2.200000e+01 4.584042e+00 4.184556e+00 4.179435e+00 4.178726e+00 4.177787e+00 4.176599e+00 4.175107e+00 4.173283e+00 4.171309e+00 4.169323e+00 4.167500e+00 4.169626e+00 4.531756e+00 2.200000e+01
